score_delta,n_min,tau,attribute,conditioning,model_1,model_2,model_3,edge_1,edge_2,edge_3,margin_1,margin_2,margin_3,support_1,support_2,support_3,weighted_cycle_intensity,min_abs_margin
0.0,10,0.0,choice_creativity,low_q25,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,claude-2,claude-2.1,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > claude-2,claude-2 > claude-2.1,claude-2.1 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,0.25,0.3333333333333333,0.12,16.0,15.0,25.0,0.009999999999999998,0.12
0.0,10,0.0,choice_creativity,low_q25,meta-llama/Llama-2-70b-chat-hf,models/chat-bison-001,gpt-4-1106-preview,meta-llama/Llama-2-70b-chat-hf > gpt-4-1106-preview,models/chat-bison-001 > meta-llama/Llama-2-70b-chat-hf,gpt-4-1106-preview > models/chat-bison-001,0.3684210526315789,0.125,0.16129032258064516,19.0,16.0,31.0,0.007427843803056026,0.125
0.0,10,0.0,choice_creativity,low_q25,gpt-4,gpt-4-1106-preview,command-light,gpt-4 > command-light,gpt-4-1106-preview > gpt-4,command-light > gpt-4-1106-preview,0.10344827586206896,0.36363636363636365,0.17647058823529413,29.0,22.0,17.0,0.0066383920339295605,0.10344827586206896
0.0,10,0.0,choice_creativity,low_q25,gpt-4,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-4 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > gpt-4,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.4166666666666667,0.17857142857142858,0.08333333333333333,24.0,28.0,24.0,0.006200396825396825,0.08333333333333333
0.0,10,0.0,choice_creativity,low_q25,command-light,gpt-3.5-turbo,HuggingFaceH4/zephyr-7b-beta,command-light > HuggingFaceH4/zephyr-7b-beta,gpt-3.5-turbo > command-light,HuggingFaceH4/zephyr-7b-beta > gpt-3.5-turbo,0.08333333333333333,0.13333333333333333,0.5555555555555556,24.0,30.0,27.0,0.006172839506172839,0.08333333333333333
0.0,10,0.0,choice_creativity,low_q25,HuggingFaceH4/zephyr-7b-beta,gpt-4-1106-preview,models/chat-bison-001,HuggingFaceH4/zephyr-7b-beta > gpt-4-1106-preview,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > HuggingFaceH4/zephyr-7b-beta,0.2,0.16129032258064516,0.1875,15.0,31.0,32.0,0.006048387096774193,0.16129032258064516
0.0,10,0.0,choice_creativity,low_q25,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,0.08333333333333333,0.4166666666666667,0.15789473684210525,24.0,24.0,19.0,0.005482456140350877,0.08333333333333333
0.0,10,0.0,choice_creativity,low_q25,gpt-4-1106-preview,models/chat-bison-001,timdettmers/guanaco-33b-merged,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > gpt-4-1106-preview,0.16129032258064516,0.25,0.13333333333333333,31.0,32.0,30.0,0.005376344086021505,0.13333333333333333
0.0,10,0.0,choice_creativity,low_q25,gpt-4,meta-llama/Llama-2-70b-chat-hf,command-light,gpt-4 > command-light,meta-llama/Llama-2-70b-chat-hf > gpt-4,command-light > meta-llama/Llama-2-70b-chat-hf,0.10344827586206896,0.17857142857142858,0.25,29.0,28.0,32.0,0.004618226600985222,0.10344827586206896
0.0,10,0.0,choice_creativity,low_q25,gpt-3.5-turbo,gpt-4,command-nightly,gpt-3.5-turbo > command-nightly,gpt-4 > gpt-3.5-turbo,command-nightly > gpt-4,0.06666666666666667,0.22727272727272727,0.2571428571428571,30.0,22.0,35.0,0.0038961038961038952,0.06666666666666667
0.0,10,0.0,choice_creativity,low_q25,command-light,gpt-4,HuggingFaceH4/zephyr-7b-beta,command-light > HuggingFaceH4/zephyr-7b-beta,gpt-4 > command-light,HuggingFaceH4/zephyr-7b-beta > gpt-4,0.08333333333333333,0.10344827586206896,0.45161290322580644,24.0,29.0,31.0,0.00389321468298109,0.08333333333333333
0.0,10,0.0,choice_creativity,low_q25,command-light,gpt-4-1106-preview,models/chat-bison-001,command-light > gpt-4-1106-preview,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > command-light,0.17647058823529413,0.16129032258064516,0.13513513513513514,17.0,31.0,37.0,0.0038463510949279453,0.13513513513513514
0.0,10,0.0,choice_creativity,low_q25,gpt-3.5-turbo,gpt-4-1106-preview,command-light,gpt-3.5-turbo > command-light,gpt-4-1106-preview > gpt-3.5-turbo,command-light > gpt-4-1106-preview,0.13333333333333333,0.12,0.17647058823529413,30.0,25.0,17.0,0.002823529411764706,0.12
0.0,10,0.0,choice_creativity,low_q25,claude-instant-1,command-nightly,gpt-4,claude-instant-1 > command-nightly,command-nightly > gpt-4,gpt-4 > claude-instant-1,0.2,0.2571428571428571,0.043478260869565216,25.0,35.0,23.0,0.0022360248447204968,0.043478260869565216
0.0,10,0.0,choice_creativity,low_q25,claude-2,claude-2.1,tiiuae/falcon-7b-instruct,claude-2 > claude-2.1,claude-2.1 > tiiuae/falcon-7b-instruct,tiiuae/falcon-7b-instruct > claude-2,0.3333333333333333,0.15789473684210525,0.04,15.0,19.0,25.0,0.002105263157894737,0.04
0.0,10,0.0,choice_creativity,low_q25,gpt-3.5-turbo,gpt-4-1106-preview,command-nightly,gpt-3.5-turbo > command-nightly,gpt-4-1106-preview > gpt-3.5-turbo,command-nightly > gpt-4-1106-preview,0.06666666666666667,0.12,0.2571428571428571,30.0,25.0,35.0,0.0020571428571428568,0.06666666666666667
0.0,10,0.0,choice_creativity,low_q25,gpt-3.5-turbo,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-3.5-turbo > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > gpt-3.5-turbo,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.5555555555555556,0.037037037037037035,0.08333333333333333,18.0,27.0,24.0,0.0017146776406035665,0.037037037037037035
0.0,10,0.0,choice_creativity,low_q25,HuggingFaceH4/zephyr-7b-beta,claude-instant-1,command-light,HuggingFaceH4/zephyr-7b-beta > claude-instant-1,claude-instant-1 > command-light,command-light > HuggingFaceH4/zephyr-7b-beta,0.15384615384615385,0.125,0.08333333333333333,26.0,32.0,24.0,0.0016025641025641025,0.08333333333333333
0.0,10,0.0,choice_creativity,low_q25,gpt-4,meta-llama/Llama-2-7b-chat-hf,command-light,gpt-4 > command-light,meta-llama/Llama-2-7b-chat-hf > gpt-4,command-light > meta-llama/Llama-2-7b-chat-hf,0.10344827586206896,0.2,0.07142857142857142,29.0,20.0,28.0,0.0014778325123152708,0.07142857142857142
0.0,10,0.0,choice_creativity,low_q25,claude-instant-1,command-nightly,models/chat-bison-001,claude-instant-1 > command-nightly,command-nightly > models/chat-bison-001,models/chat-bison-001 > claude-instant-1,0.2,0.08333333333333333,0.07692307692307693,25.0,24.0,26.0,0.001282051282051282,0.07692307692307693
0.0,10,0.0,choice_creativity,low_q25,gpt-3.5-turbo,meta-llama/Llama-2-70b-chat-hf,command-light,gpt-3.5-turbo > command-light,meta-llama/Llama-2-70b-chat-hf > gpt-3.5-turbo,command-light > meta-llama/Llama-2-70b-chat-hf,0.13333333333333333,0.037037037037037035,0.25,30.0,27.0,32.0,0.0012345679012345679,0.037037037037037035
0.0,10,0.0,choice_creativity,low_q25,gpt-4-1106-preview,meta-llama/Llama-2-7b-chat-hf,gpt-3.5-turbo,gpt-4-1106-preview > gpt-3.5-turbo,meta-llama/Llama-2-7b-chat-hf > gpt-4-1106-preview,gpt-3.5-turbo > meta-llama/Llama-2-7b-chat-hf,0.12,0.03225806451612903,0.3103448275862069,25.0,31.0,29.0,0.0012013348164627363,0.03225806451612903
0.0,10,0.0,choice_creativity,low_q25,command-nightly,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,command-nightly > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > command-nightly,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.2727272727272727,0.04,0.08333333333333333,22.0,25.0,24.0,0.000909090909090909,0.04
0.0,10,0.0,choice_creativity,low_q25,gpt-3.5-turbo,meta-llama/Llama-2-7b-chat-hf,timdettmers/guanaco-33b-merged,gpt-3.5-turbo > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > gpt-3.5-turbo,0.3103448275862069,0.08571428571428572,0.03225806451612903,29.0,35.0,31.0,0.0008580962974733831,0.03225806451612903
0.0,10,0.0,choice_creativity,low_q25,claude-instant-1,command-light,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > command-light,command-light > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.125,0.07142857142857142,0.09090909090909091,32.0,28.0,22.0,0.0008116883116883116,0.07142857142857142
0.0,10,0.0,choice_creativity,low_q25,claude-instant-1,command-nightly,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > command-nightly,command-nightly > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.2,0.04,0.09090909090909091,25.0,25.0,22.0,0.0007272727272727273,0.04
0.0,10,0.0,choice_creativity,low_q25,command-light,timdettmers/guanaco-33b-merged,HuggingFaceH4/zephyr-7b-beta,command-light > HuggingFaceH4/zephyr-7b-beta,timdettmers/guanaco-33b-merged > command-light,HuggingFaceH4/zephyr-7b-beta > timdettmers/guanaco-33b-merged,0.08333333333333333,0.02564102564102564,0.2903225806451613,24.0,39.0,31.0,0.0006203473945409429,0.02564102564102564
0.0,10,0.0,choice_creativity,low_q25,gpt-4,meta-llama/Llama-2-70b-chat-hf,claude-instant-1,gpt-4 > claude-instant-1,meta-llama/Llama-2-70b-chat-hf > gpt-4,claude-instant-1 > meta-llama/Llama-2-70b-chat-hf,0.043478260869565216,0.17857142857142858,0.07692307692307693,23.0,28.0,26.0,0.0005972288580984234,0.043478260869565216
0.0,10,0.0,choice_creativity,low_q25,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-7b-chat-hf,gpt-3.5-turbo,meta-llama/Llama-2-70b-chat-hf > gpt-3.5-turbo,meta-llama/Llama-2-7b-chat-hf > meta-llama/Llama-2-70b-chat-hf,gpt-3.5-turbo > meta-llama/Llama-2-7b-chat-hf,0.037037037037037035,0.047619047619047616,0.3103448275862069,27.0,21.0,29.0,0.0005473453749315818,0.037037037037037035
0.0,10,0.0,choice_creativity,low_q25,gpt-3.5-turbo,models/chat-bison-001,command-nightly,gpt-3.5-turbo > command-nightly,models/chat-bison-001 > gpt-3.5-turbo,command-nightly > models/chat-bison-001,0.06666666666666667,0.09523809523809523,0.08333333333333333,30.0,21.0,24.0,0.000529100529100529,0.06666666666666667
0.0,10,0.0,choice_creativity,low_q25,meta-llama/Llama-2-70b-chat-hf,models/chat-bison-001,command-nightly,meta-llama/Llama-2-70b-chat-hf > command-nightly,models/chat-bison-001 > meta-llama/Llama-2-70b-chat-hf,command-nightly > models/chat-bison-001,0.04,0.125,0.08333333333333333,25.0,16.0,24.0,0.00041666666666666664,0.04
0.0,10,0.0,choice_creativity,low_q25,claude-2.1,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,claude-2.1 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > claude-2.1,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.12,0.037037037037037035,0.08333333333333333,25.0,27.0,24.0,0.00037037037037037035,0.037037037037037035
0.0,10,0.0,choice_creativity,low_q25,meta-llama/Llama-2-7b-chat-hf,models/chat-bison-001,gpt-4-1106-preview,meta-llama/Llama-2-7b-chat-hf > gpt-4-1106-preview,models/chat-bison-001 > meta-llama/Llama-2-7b-chat-hf,gpt-4-1106-preview > models/chat-bison-001,0.03225806451612903,0.03571428571428571,0.16129032258064516,31.0,28.0,31.0,0.00018581834398691838,0.03225806451612903
0.0,10,0.0,choice_creativity,low_q25,command-light,meta-llama/Llama-2-7b-chat-hf,timdettmers/guanaco-33b-merged,command-light > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > command-light,0.07142857142857142,0.08571428571428572,0.02564102564102564,28.0,35.0,39.0,0.00015698587127158553,0.02564102564102564
0.0,10,0.0,choice_creativity,low_q25,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-7b-chat-hf,command-nightly,meta-llama/Llama-2-70b-chat-hf > command-nightly,meta-llama/Llama-2-7b-chat-hf > meta-llama/Llama-2-70b-chat-hf,command-nightly > meta-llama/Llama-2-7b-chat-hf,0.04,0.047619047619047616,0.04,25.0,21.0,25.0,7.61904761904762e-05,0.04
0.0,10,0.05,choice_creativity,low_q25,gpt-4-1106-preview,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-4-1106-preview > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > gpt-4-1106-preview,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.5652173913043478,0.3684210526315789,0.08333333333333333,23.0,19.0,24.0,0.017353165522501903,0.08333333333333333
0.0,10,0.05,choice_creativity,low_q25,gpt-4,meta-llama/Llama-2-7b-chat-hf,gpt-3.5-turbo,gpt-4 > gpt-3.5-turbo,meta-llama/Llama-2-7b-chat-hf > gpt-4,gpt-3.5-turbo > meta-llama/Llama-2-7b-chat-hf,0.22727272727272727,0.2,0.3103448275862069,22.0,20.0,29.0,0.014106583072100314,0.2
0.0,10,0.05,choice_creativity,low_q25,claude-instant-1,gpt-3.5-turbo,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > gpt-3.5-turbo,gpt-3.5-turbo > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.42857142857142855,0.3103448275862069,0.09090909090909091,21.0,29.0,22.0,0.012091356918943126,0.09090909090909091
0.0,10,0.05,choice_creativity,low_q25,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,claude-2,claude-2.1,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > claude-2,claude-2 > claude-2.1,claude-2.1 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,0.25,0.3333333333333333,0.12,16.0,15.0,25.0,0.009999999999999998,0.12
0.0,10,0.05,choice_creativity,low_q25,meta-llama/Llama-2-70b-chat-hf,models/chat-bison-001,gpt-4-1106-preview,meta-llama/Llama-2-70b-chat-hf > gpt-4-1106-preview,models/chat-bison-001 > meta-llama/Llama-2-70b-chat-hf,gpt-4-1106-preview > models/chat-bison-001,0.3684210526315789,0.125,0.16129032258064516,19.0,16.0,31.0,0.007427843803056026,0.125
0.0,10,0.05,choice_creativity,low_q25,gpt-4,gpt-4-1106-preview,command-light,gpt-4 > command-light,gpt-4-1106-preview > gpt-4,command-light > gpt-4-1106-preview,0.10344827586206896,0.36363636363636365,0.17647058823529413,29.0,22.0,17.0,0.0066383920339295605,0.10344827586206896
0.0,10,0.05,choice_creativity,low_q25,gpt-4,meta-llama/Llama-2-70b-chat-hf,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-4 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf > gpt-4,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,0.4166666666666667,0.17857142857142858,0.08333333333333333,24.0,28.0,24.0,0.006200396825396825,0.08333333333333333
0.0,10,0.05,choice_creativity,low_q25,command-light,gpt-3.5-turbo,HuggingFaceH4/zephyr-7b-beta,command-light > HuggingFaceH4/zephyr-7b-beta,gpt-3.5-turbo > command-light,HuggingFaceH4/zephyr-7b-beta > gpt-3.5-turbo,0.08333333333333333,0.13333333333333333,0.5555555555555556,24.0,30.0,27.0,0.006172839506172839,0.08333333333333333
0.0,10,0.05,choice_creativity,low_q25,HuggingFaceH4/zephyr-7b-beta,gpt-4-1106-preview,models/chat-bison-001,HuggingFaceH4/zephyr-7b-beta > gpt-4-1106-preview,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > HuggingFaceH4/zephyr-7b-beta,0.2,0.16129032258064516,0.1875,15.0,31.0,32.0,0.006048387096774193,0.16129032258064516
0.0,10,0.05,choice_creativity,low_q25,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf > mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,0.08333333333333333,0.4166666666666667,0.15789473684210525,24.0,24.0,19.0,0.005482456140350877,0.08333333333333333
0.0,10,0.05,choice_creativity,low_q25,gpt-4-1106-preview,models/chat-bison-001,timdettmers/guanaco-33b-merged,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > gpt-4-1106-preview,0.16129032258064516,0.25,0.13333333333333333,31.0,32.0,30.0,0.005376344086021505,0.13333333333333333
0.0,10,0.05,choice_creativity,low_q25,gpt-4,meta-llama/Llama-2-70b-chat-hf,command-light,gpt-4 > command-light,meta-llama/Llama-2-70b-chat-hf > gpt-4,command-light > meta-llama/Llama-2-70b-chat-hf,0.10344827586206896,0.17857142857142858,0.25,29.0,28.0,32.0,0.004618226600985222,0.10344827586206896
0.0,10,0.05,choice_creativity,low_q25,gpt-3.5-turbo,gpt-4,command-nightly,gpt-3.5-turbo > command-nightly,gpt-4 > gpt-3.5-turbo,command-nightly > gpt-4,0.06666666666666667,0.22727272727272727,0.2571428571428571,30.0,22.0,35.0,0.0038961038961038952,0.06666666666666667
0.0,10,0.05,choice_creativity,low_q25,command-light,gpt-4,HuggingFaceH4/zephyr-7b-beta,command-light > HuggingFaceH4/zephyr-7b-beta,gpt-4 > command-light,HuggingFaceH4/zephyr-7b-beta > gpt-4,0.08333333333333333,0.10344827586206896,0.45161290322580644,24.0,29.0,31.0,0.00389321468298109,0.08333333333333333
0.0,10,0.05,choice_creativity,low_q25,command-light,gpt-4-1106-preview,models/chat-bison-001,command-light > gpt-4-1106-preview,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > command-light,0.17647058823529413,0.16129032258064516,0.13513513513513514,17.0,31.0,37.0,0.0038463510949279453,0.13513513513513514
0.0,10,0.05,choice_creativity,low_q25,gpt-3.5-turbo,gpt-4-1106-preview,command-light,gpt-3.5-turbo > command-light,gpt-4-1106-preview > gpt-3.5-turbo,command-light > gpt-4-1106-preview,0.13333333333333333,0.12,0.17647058823529413,30.0,25.0,17.0,0.002823529411764706,0.12
0.0,10,0.05,choice_creativity,low_q25,gpt-3.5-turbo,gpt-4-1106-preview,command-nightly,gpt-3.5-turbo > command-nightly,gpt-4-1106-preview > gpt-3.5-turbo,command-nightly > gpt-4-1106-preview,0.06666666666666667,0.12,0.2571428571428571,30.0,25.0,35.0,0.0020571428571428568,0.06666666666666667
0.0,10,0.05,choice_creativity,low_q25,HuggingFaceH4/zephyr-7b-beta,claude-instant-1,command-light,HuggingFaceH4/zephyr-7b-beta > claude-instant-1,claude-instant-1 > command-light,command-light > HuggingFaceH4/zephyr-7b-beta,0.15384615384615385,0.125,0.08333333333333333,26.0,32.0,24.0,0.0016025641025641025,0.08333333333333333
0.0,10,0.05,choice_creativity,low_q25,gpt-4,meta-llama/Llama-2-7b-chat-hf,command-light,gpt-4 > command-light,meta-llama/Llama-2-7b-chat-hf > gpt-4,command-light > meta-llama/Llama-2-7b-chat-hf,0.10344827586206896,0.2,0.07142857142857142,29.0,20.0,28.0,0.0014778325123152708,0.07142857142857142
0.0,10,0.05,choice_creativity,low_q25,claude-instant-1,command-nightly,models/chat-bison-001,claude-instant-1 > command-nightly,command-nightly > models/chat-bison-001,models/chat-bison-001 > claude-instant-1,0.2,0.08333333333333333,0.07692307692307693,25.0,24.0,26.0,0.001282051282051282,0.07692307692307693
0.0,10,0.05,choice_creativity,low_q25,claude-instant-1,command-light,meta-llama/Llama-2-7b-chat-hf,claude-instant-1 > command-light,command-light > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > claude-instant-1,0.125,0.07142857142857142,0.09090909090909091,32.0,28.0,22.0,0.0008116883116883116,0.07142857142857142
0.0,10,0.05,choice_creativity,low_q25,gpt-3.5-turbo,models/chat-bison-001,command-nightly,gpt-3.5-turbo > command-nightly,models/chat-bison-001 > gpt-3.5-turbo,command-nightly > models/chat-bison-001,0.06666666666666667,0.09523809523809523,0.08333333333333333,30.0,21.0,24.0,0.000529100529100529,0.06666666666666667
0.0,10,0.1,choice_creativity,low_q25,gpt-4,meta-llama/Llama-2-7b-chat-hf,gpt-3.5-turbo,gpt-4 > gpt-3.5-turbo,meta-llama/Llama-2-7b-chat-hf > gpt-4,gpt-3.5-turbo > meta-llama/Llama-2-7b-chat-hf,0.22727272727272727,0.2,0.3103448275862069,22.0,20.0,29.0,0.014106583072100314,0.2
0.0,10,0.1,choice_creativity,low_q25,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,claude-2,claude-2.1,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5 > claude-2,claude-2 > claude-2.1,claude-2.1 > OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,0.25,0.3333333333333333,0.12,16.0,15.0,25.0,0.009999999999999998,0.12
0.0,10,0.1,choice_creativity,low_q25,meta-llama/Llama-2-70b-chat-hf,models/chat-bison-001,gpt-4-1106-preview,meta-llama/Llama-2-70b-chat-hf > gpt-4-1106-preview,models/chat-bison-001 > meta-llama/Llama-2-70b-chat-hf,gpt-4-1106-preview > models/chat-bison-001,0.3684210526315789,0.125,0.16129032258064516,19.0,16.0,31.0,0.007427843803056026,0.125
0.0,10,0.1,choice_creativity,low_q25,gpt-4,gpt-4-1106-preview,command-light,gpt-4 > command-light,gpt-4-1106-preview > gpt-4,command-light > gpt-4-1106-preview,0.10344827586206896,0.36363636363636365,0.17647058823529413,29.0,22.0,17.0,0.0066383920339295605,0.10344827586206896
0.0,10,0.1,choice_creativity,low_q25,HuggingFaceH4/zephyr-7b-beta,gpt-4-1106-preview,models/chat-bison-001,HuggingFaceH4/zephyr-7b-beta > gpt-4-1106-preview,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > HuggingFaceH4/zephyr-7b-beta,0.2,0.16129032258064516,0.1875,15.0,31.0,32.0,0.006048387096774193,0.16129032258064516
0.0,10,0.1,choice_creativity,low_q25,gpt-4-1106-preview,models/chat-bison-001,timdettmers/guanaco-33b-merged,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > gpt-4-1106-preview,0.16129032258064516,0.25,0.13333333333333333,31.0,32.0,30.0,0.005376344086021505,0.13333333333333333
0.0,10,0.1,choice_creativity,low_q25,gpt-4,meta-llama/Llama-2-70b-chat-hf,command-light,gpt-4 > command-light,meta-llama/Llama-2-70b-chat-hf > gpt-4,command-light > meta-llama/Llama-2-70b-chat-hf,0.10344827586206896,0.17857142857142858,0.25,29.0,28.0,32.0,0.004618226600985222,0.10344827586206896
0.0,10,0.1,choice_creativity,low_q25,command-light,gpt-4-1106-preview,models/chat-bison-001,command-light > gpt-4-1106-preview,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > command-light,0.17647058823529413,0.16129032258064516,0.13513513513513514,17.0,31.0,37.0,0.0038463510949279453,0.13513513513513514
0.0,10,0.1,choice_creativity,low_q25,gpt-3.5-turbo,gpt-4-1106-preview,command-light,gpt-3.5-turbo > command-light,gpt-4-1106-preview > gpt-3.5-turbo,command-light > gpt-4-1106-preview,0.13333333333333333,0.12,0.17647058823529413,30.0,25.0,17.0,0.002823529411764706,0.12
0.0,25,0.0,choice_creativity,low_q25,gpt-4-1106-preview,models/chat-bison-001,timdettmers/guanaco-33b-merged,gpt-4-1106-preview > models/chat-bison-001,models/chat-bison-001 > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > gpt-4-1106-preview,0.16129032258064516,0.25,0.13333333333333333,31.0,32.0,30.0,0.005376344086021505,0.13333333333333333
0.0,25,0.0,choice_creativity,low_q25,gpt-4,meta-llama/Llama-2-70b-chat-hf,command-light,gpt-4 > command-light,meta-llama/Llama-2-70b-chat-hf > gpt-4,command-light > meta-llama/Llama-2-70b-chat-hf,0.10344827586206896,0.17857142857142858,0.25,29.0,28.0,32.0,0.004618226600985222,0.10344827586206896
0.0,25,0.0,choice_creativity,low_q25,gpt-3.5-turbo,gpt-4-1106-preview,command-nightly,gpt-3.5-turbo > command-nightly,gpt-4-1106-preview > gpt-3.5-turbo,command-nightly > gpt-4-1106-preview,0.06666666666666667,0.12,0.2571428571428571,30.0,25.0,35.0,0.0020571428571428568,0.06666666666666667
0.0,25,0.0,choice_creativity,low_q25,gpt-3.5-turbo,meta-llama/Llama-2-70b-chat-hf,command-light,gpt-3.5-turbo > command-light,meta-llama/Llama-2-70b-chat-hf > gpt-3.5-turbo,command-light > meta-llama/Llama-2-70b-chat-hf,0.13333333333333333,0.037037037037037035,0.25,30.0,27.0,32.0,0.0012345679012345679,0.037037037037037035
0.0,25,0.0,choice_creativity,low_q25,gpt-4-1106-preview,meta-llama/Llama-2-7b-chat-hf,gpt-3.5-turbo,gpt-4-1106-preview > gpt-3.5-turbo,meta-llama/Llama-2-7b-chat-hf > gpt-4-1106-preview,gpt-3.5-turbo > meta-llama/Llama-2-7b-chat-hf,0.12,0.03225806451612903,0.3103448275862069,25.0,31.0,29.0,0.0012013348164627363,0.03225806451612903
0.0,25,0.0,choice_creativity,low_q25,gpt-3.5-turbo,meta-llama/Llama-2-7b-chat-hf,timdettmers/guanaco-33b-merged,gpt-3.5-turbo > meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > gpt-3.5-turbo,0.3103448275862069,0.08571428571428572,0.03225806451612903,29.0,35.0,31.0,0.0008580962974733831,0.03225806451612903
